Geneid	S1	S2	S3	S4	S5	S6	S7	S8
ENSG00000198874.14	70	77	152	118	60	68	73	107
ENSG00000233383.1	0	0	0	0	0	0	0	0
ENSG00000266525.1	0	0	0	0	0	0	0	0
ENSG00000067601.9	17	23	61	35	21	15	68	68
ENSG00000230358.6	0	0	11	0	0	0	0	3
ENSG00000201565.1	0	0	0	0	0	0	0	0
ENSG00000106610.16	140	157	608	377	79	98	495	487
ENSG00000228019.1	0	0	0	0	0	0	2	2
ENSG00000273448.1	1	0	0	4	0	0	4	0
ENSG00000226392.1	0	0	0	0	0	0	0	0
ENSG00000237466.1	0	0	0	0	0	0	0	0
ENSG00000233423.1	0	0	0	2	0	0	0	0
ENSG00000223948.1	0	1	0	0	0	0	0	0
ENSG00000225209.2	0	0	6	5	0	0	0	0
ENSG00000236531.2	0	0	0	0	0	0	0	0
ENSG00000232975.1	0	0	0	4	0	0	0	0
ENSG00000226829.2	0	0	0	0	0	0	2	0
ENSG00000237754.1	0	0	0	1	0	0	3	0
ENSG00000225959.1	0	0	0	0	0	0	0	0
ENSG00000228429.1	0	0	1	0	0	0	0	3
ENSG00000222428.1	0	0	0	0	0	0	0	0
ENSG00000233689.2	0	0	0	0	0	0	0	0
ENSG00000200189.1	0	0	0	0	0	0	0	0
ENSG00000286466.1	0	0	2	11	0	0	0	0
ENSG00000225718.2	0	0	0	8	0	0	2	3
ENSG00000236839.1	0	0	0	0	0	0	0	0
ENSG00000230654.1	11	0	0	0	0	0	1	0
ENSG00000229031.1	0	0	0	0	0	0	0	3
ENSG00000252423.1	0	0	0	0	0	0	0	0
ENSG00000200857.1	0	0	0	5	0	0	0	0
ENSG00000234215.3	0	3	20	18	0	0	27	7
ENSG00000158321.18	41	83	131	110	27	23	118	101
ENSG00000236978.1	0	0	0	0	0	0	0	0
ENSG00000185274.12	19	6	15	5	0	2	0	5
ENSG00000265878.2	0	0	0	0	0	0	0	0
ENSG00000283278.1	0	0	0	0	0	0	0	0
ENSG00000199940.1	2	3	2	4	1	1	2	1
ENSG00000183166.11	24	0	8	2	0	0	0	6
ENSG00000201014.1	0	0	0	0	0	0	0	6
ENSG00000235581.1	0	0	0	0	0	0	0	0
ENSG00000228769.1	0	0	0	0	0	0	0	0
ENSG00000277149.5	25	14	98	52	32	36	56	53
ENSG00000264494.1	0	0	0	0	0	0	0	0
ENSG00000270694.1	0	0	0	0	0	0	0	0
ENSG00000270555.1	0	0	1	0	0	0	0	0
ENSG00000266569.2	0	0	0	1	0	0	0	0
ENSG00000225648.6	176	160	834	504	24	75	607	515
ENSG00000274656.1	3	8	3	2	3	1	0	3
ENSG00000179994.11	5	0	2	3	0	0	0	6
ENSG00000196313.13	306	310	329	184	192	312	324	316
ENSG00000289042.1	0	6	6	14	0	0	5	9
ENSG00000272843.1	0	0	12	23	6	0	23	16
ENSG00000106133.18	3	0	1	0	0	0	10	0
ENSG00000285886.1	0	0	7	8	0	0	1	7
ENSG00000155428.12	0	0	1	0	1	0	0	0
ENSG00000174353.17	0	0	2	0	0	0	0	2
ENSG00000205584.6	0	0	0	0	0	0	0	0
ENSG00000276178.1	0	0	0	0	0	0	0	0
ENSG00000229018.5	6	6	3	0	1	0	1	0
ENSG00000201282.1	0	0	0	0	0	0	0	0
ENSG00000273520.6	0	0	0	0	0	0	0	0
ENSG00000273897.1	0	0	0	0	0	0	0	0
ENSG00000273927.1	0	0	0	0	0	0	0	0
ENSG00000285702.1	0	0	0	0	0	0	0	0
ENSG00000275976.6	0	0	0	0	0	0	0	0
ENSG00000277125.1	0	0	0	0	0	0	0	0
ENSG00000274984.1	0	0	0	0	0	0	0	0
ENSG00000262461.7	0	0	0	0	0	0	0	0
ENSG00000174384.9	0	0	0	0	0	0	0	0
ENSG00000199913.1	0	0	0	0	0	0	0	0
ENSG00000274570.6	1	0	0	0	0	0	0	0
ENSG00000233369.7	4	1	52	32	17	2	72	51
ENSG00000233523.1	2	0	0	0	0	0	0	0
ENSG00000182487.12	0	0	0	0	0	0	0	0
ENSG00000214544.7	0	0	0	10	6	0	0	1
ENSG00000205578.6	0	0	0	1	0	0	0	4
ENSG00000130305.17	269	211	677	423	116	133	749	626
ENSG00000146755.11	2	17	0	5	0	0	0	2
ENSG00000225005.1	0	1	2	1	0	0	1	2
ENSG00000077800.13	0	0	3	5	0	13	5	8
ENSG00000206709.1	0	0	0	0	0	0	0	0
ENSG00000202035.1	0	0	0	0	0	0	0	0
ENSG00000188763.5	0	28	69	38	25	5	72	50
ENSG00000009954.11	688	760	1484	753	334	346	986	975
ENSG00000252713.1	0	0	0	0	0	0	0	0
ENSG00000106635.8	228	262	1302	876	52	86	1052	883
ENSG00000106638.18	107	186	465	251	89	146	348	343
ENSG00000009950.16	7	1	13	7	3	0	7	11
ENSG00000274080.1	7	3	0	6	2	1	0	3
ENSG00000176428.6	388	380	168	97	138	190	148	165
ENSG00000176410.8	40	37	204	94	5	4	227	129
ENSG00000071462.12	429	418	1669	908	396	482	1360	1180
ENSG00000106089.12	17	16	69	61	4	27	58	41
ENSG00000265724.1	0	0	0	0	0	0	0	0
ENSG00000241709.3	8	2	0	5	1	2	3	3
ENSG00000225969.2	7	18	4	3	17	0	4	7
ENSG00000106077.19	104	95	485	268	62	112	503	396
ENSG00000165215.6	5	0	1	2	0	0	1	1
ENSG00000189143.10	35	40	47	17	10	7	13	16
ENSG00000165171.11	34	43	67	69	13	12	65	48
ENSG00000175877.4	0	0	0	0	0	0	0	0
ENSG00000261467.2	0	5	5	7	0	0	3	0
ENSG00000049540.19	16	13	47	24	8	7	18	12
ENSG00000232415.1	0	20	9	1	3	4	6	7
ENSG00000106683.15	227	250	579	325	46	54	615	575
ENSG00000106682.16	7073	7183	5088	2460	735	795	4700	3845
ENSG00000207741.1	3	0	2	0	0	0	0	3
ENSG00000086730.17	4	32	20	15	9	3	19	21
ENSG00000049541.11	1180	1153	2596	1450	530	551	2412	1852
ENSG00000287815.2	0	0	0	2	1	1	0	0
ENSG00000106665.16	228	228	140	103	75	88	190	111
ENSG00000006704.11	322	357	534	252	80	74	401	342
ENSG00000238391.1	0	0	0	0	0	0	0	0
ENSG00000273069.1	0	0	2	0	0	0	1	0
ENSG00000279005.1	3	0	0	0	0	0	0	0
ENSG00000263001.8	561	629	750	388	336	296	513	534
ENSG00000232729.8	16	34	63	59	3	11	38	45
ENSG00000262648.1	0	0	0	0	0	0	0	0
ENSG00000158517.16	4	3	0	0	0	0	3	0
ENSG00000289346.1	0	0	0	0	0	0	0	0
ENSG00000196275.16	3	0	1	0	0	1	0	5
ENSG00000277072.5	0	5	11	2	0	3	15	9
ENSG00000123965.13	5	14	24	10	16	10	32	9
ENSG00000239069.1	0	0	0	0	0	0	0	0
ENSG00000184616.11	1	0	0	0	0	0	1	0
ENSG00000274070.2	24	12	94	46	12	11	78	52
ENSG00000274523.5	520	546	1112	520	112	113	822	730
ENSG00000277127.1	0	0	0	0	0	0	0	0
ENSG00000174428.19	100	85	93	48	80	36	77	112
ENSG00000165178.9	47	33	1	3	17	9	4	1
ENSG00000277053.4	0	0	7	1	0	0	0	0
ENSG00000276592.1	0	0	0	0	0	0	0	0
ENSG00000277675.1	0	0	0	0	0	0	0	0
ENSG00000263081.1	0	0	0	0	0	0	0	0
ENSG00000275121.1	0	0	0	0	0	0	0	0
ENSG00000286038.2	0	0	0	0	0	0	0	0
ENSG00000276840.1	0	0	0	0	0	0	0	0
ENSG00000267828.1	0	0	0	0	0	0	0	0
ENSG00000286137.2	0	0	0	0	0	0	0	0
ENSG00000273598.1	0	0	0	0	0	0	0	0
ENSG00000202021.1	0	0	0	0	0	0	0	0
ENSG00000286014.2	0	0	0	0	0	0	0	0
ENSG00000278416.1	4	27	0	0	4	3	1	1
ENSG00000199870.1	0	0	0	0	0	0	0	0
ENSG00000205583.14	0	5	0	0	0	0	0	2
ENSG00000275930.1	0	0	0	0	0	0	0	0
ENSG00000146722.11	2	0	0	0	0	0	0	0
ENSG00000178809.12	0	0	1	2	0	2	0	2
ENSG00000223705.10	33	16	84	46	6	17	75	74
ENSG00000272391.6	49	39	134	64	20	43	72	61
ENSG00000242073.2	0	0	0	0	0	0	0	0
ENSG00000170092.15	0	0	0	2	0	0	0	0
ENSG00000127957.19	48	71	81	57	122	80	45	73
ENSG00000200874.1	0	0	0	0	0	0	0	5
ENSG00000127946.17	450	543	1042	532	302	316	652	560
ENSG00000279996.1	0	6	4	1	0	0	0	0
ENSG00000006606.9	0	0	2	2	4	4	2	1
ENSG00000106178.7	0	0	1	4	0	0	2	0
ENSG00000219039.2	2	1	0	1	0	0	0	0
ENSG00000005486.17	193	266	493	299	230	203	544	475
ENSG00000127948.16	173	158	342	170	113	169	216	241
ENSG00000284334.1	0	0	0	0	0	0	0	0
ENSG00000235090.1	0	0	1	0	0	0	2	0
ENSG00000201643.1	4	2	3	2	0	5	3	1
ENSG00000189077.11	492	385	707	410	241	357	414	411
ENSG00000127952.17	468	260	457	227	311	457	418	330
ENSG00000280388.1	0	0	15	14	0	0	6	1
ENSG00000146701.12	7282	7365	9420	5273	4014	4758	7460	6028
ENSG00000230882.1	10	2	14	12	0	0	0	10
ENSG00000251798.1	0	0	0	0	0	0	0	0
ENSG00000227038.3	0	10	0	2	3	0	0	0
ENSG00000224273.2	0	0	0	0	0	3	0	0
ENSG00000213549.3	0	0	0	5	0	0	0	0
ENSG00000228829.1	0	0	0	0	0	4	0	0
ENSG00000177679.16	21	29	40	29	18	49	66	51
ENSG00000106211.10	12469	11391	6911	5542	9172	8029	9133	7160
ENSG00000289059.1	23	30	58	42	9	13	39	30
ENSG00000170027.7	3280	3659	5032	2654	575	452	4817	4190
ENSG00000213548.3	0	0	0	0	0	0	0	0
ENSG00000146700.9	22	4	66	50	12	2	52	58
ENSG00000188372.15	414	424	658	406	536	600	636	456
ENSG00000091073.20	82	95	193	103	107	58	247	223
ENSG00000233980.1	0	0	0	0	0	0	0	2
ENSG00000250614.1	0	0	2	0	0	0	0	0
ENSG00000243566.7	0	0	7	5	0	0	1	0
ENSG00000250778.1	0	0	0	0	0	0	0	0
ENSG00000238560.1	0	0	0	0	0	0	0	0
ENSG00000230305.2	0	0	1	1	0	0	8	1
ENSG00000185040.14	0	0	0	0	0	0	0	0
ENSG00000205485.13	34	54	80	48	15	16	98	42
ENSG00000146707.15	13	18	35	26	11	6	45	54
ENSG00000214243.3	0	0	0	0	0	0	0	0
ENSG00000285666.1	4	9	0	1	0	0	0	0
ENSG00000231183.4	0	0	0	0	0	0	0	0
ENSG00000265479.7	0	0	0	0	0	0	0	0
ENSG00000231087.2	0	0	0	0	0	0	0	0
ENSG00000225703.1	0	0	0	0	0	0	0	0
ENSG00000186704.9	0	0	0	1	0	0	3	0
ENSG00000242435.1	0	0	2	0	0	0	0	0
ENSG00000241350.1	0	0	0	0	0	0	0	0
ENSG00000201885.1	0	0	0	0	0	0	0	0
ENSG00000186645.11	0	0	0	0	0	0	2	0
ENSG00000233448.2	0	0	0	0	0	0	0	0
ENSG00000201959.1	0	0	0	0	0	0	0	0
ENSG00000259628.1	0	0	0	0	0	0	0	0
ENSG00000205482.11	7	4	12	7	0	4	4	5
ENSG00000225726.1	0	0	0	0	0	0	0	0
ENSG00000214439.5	28	11	20	23	13	6	28	41
ENSG00000213542.3	1	2	16	8	1	0	2	4
ENSG00000135205.15	4	13	13	9	5	9	38	22
ENSG00000127951.8	0	5	3	9	0	0	3	6
ENSG00000250990.1	0	0	0	0	0	0	1	0
ENSG00000186088.16	202	183	549	261	199	120	863	630
ENSG00000273341.2	1	0	2	2	0	0	11	14
ENSG00000237620.1	0	0	2	0	0	0	0	0
ENSG00000287519.1	0	0	5	0	0	0	1	0
ENSG00000127947.16	445	499	1257	726	267	394	1039	1035
ENSG00000214293.10	43	12	243	157	1	35	232	161
ENSG00000187257.16	277	351	1239	835	143	183	652	582
ENSG00000135211.6	218	223	965	672	44	55	615	546
ENSG00000006576.17	764	732	1376	830	175	185	683	631
ENSG00000222432.1	0	0	0	2	0	0	0	0
ENSG00000232756.1	0	0	1	1	0	0	1	0
ENSG00000187391.22	90	65	190	92	0	2	67	40
ENSG00000281008.1	0	0	2	0	0	0	0	0
ENSG00000280958.1	0	3	0	8	0	0	0	1
ENSG00000231322.5	2	5	0	1	0	1	0	3
ENSG00000285892.1	0	0	1	1	0	0	0	0
ENSG00000226230.1	0	0	0	0	0	0	0	0
ENSG00000251276.1	0	0	0	0	0	0	0	0
ENSG00000226978.1	0	0	0	0	0	0	0	0
ENSG00000212545.1	0	0	0	0	0	0	0	0
ENSG00000229110.1	0	0	0	0	0	0	0	0
ENSG00000281120.1	0	0	0	0	0	0	0	0
ENSG00000286855.1	0	0	0	0	0	0	0	0
ENSG00000212482.1	0	0	0	0	0	0	0	0
ENSG00000222024.2	0	0	2	0	0	0	0	0
ENSG00000234456.10	9	4	12	10	0	0	0	1
ENSG00000226285.1	0	0	1	0	0	0	0	0
ENSG00000200786.1	0	0	0	0	0	0	0	0
ENSG00000287488.1	0	0	1	4	0	0	0	0
ENSG00000127955.17	1039	921	1620	854	135	129	1267	1123
ENSG00000206818.1	0	0	0	0	0	0	0	0
ENSG00000230853.1	0	2	1	0	1	0	1	0
ENSG00000244392.3	1	0	0	0	0	0	0	0
ENSG00000234223.2	0	0	0	0	0	0	0	0
ENSG00000232667.11	0	0	1	5	0	1	0	0
ENSG00000240347.3	1	0	1	0	0	2	0	1
ENSG00000135218.19	4	0	15	6	7	1	3	0
ENSG00000223550.1	0	0	0	0	0	0	3	0
ENSG00000214415.4	0	0	0	0	0	0	3	0
ENSG00000229436.1	0	0	0	0	0	0	0	0
ENSG00000075223.14	9	0	2	14	0	0	1	5
ENSG00000279326.1	2	0	0	1	0	0	0	0
ENSG00000237896.6	0	8	0	0	0	0	0	0
ENSG00000226671.1	0	0	0	4	0	0	0	3
ENSG00000223514.1	0	0	0	0	0	0	0	0
ENSG00000224134.1	0	0	0	0	0	0	0	0
ENSG00000232968.1	0	0	0	0	0	0	0	0
ENSG00000233491.8	1	10	0	5	0	0	4	0
ENSG00000230196.1	0	0	0	0	0	0	0	0
ENSG00000019991.18	4	3	11	0	0	2	0	2
ENSG00000153956.16	93	84	258	109	34	79	148	189
ENSG00000223770.5	3	9	0	5	0	0	0	0
ENSG00000213530.3	0	5	0	4	0	0	0	0
ENSG00000228711.1	0	0	1	0	0	0	0	0
ENSG00000186472.20	43	74	52	38	23	36	51	61
ENSG00000202281.1	0	0	0	0	0	0	0	0
ENSG00000235503.2	0	0	0	0	0	0	0	0
ENSG00000170381.14	132	74	632	333	39	39	461	369
ENSG00000285398.1	0	0	14	0	0	0	1	7
ENSG00000230617.1	0	0	0	0	0	0	0	0
ENSG00000230244.1	0	0	0	1	0	0	3	0
ENSG00000075213.11	275	313	1074	622	190	151	487	536
ENSG00000227982.1	0	0	1	1	0	0	0	0
ENSG00000235139.2	0	11	0	3	0	0	1	3
ENSG00000235243.1	0	0	1	0	0	0	0	0
ENSG00000232605.2	0	0	0	0	1	0	0	0
ENSG00000280325.1	0	0	1	0	0	0	0	0
ENSG00000232019.1	0	0	0	0	0	0	0	0
ENSG00000229251.3	1	1	19	9	0	1	3	3
ENSG00000153993.14	3	15	15	9	0	0	3	1
ENSG00000224059.1	0	0	0	2	0	1	0	0
ENSG00000230614.3	0	0	0	0	1	0	0	1
ENSG00000225128.1	0	0	0	2	0	2	0	0
ENSG00000227785.1	0	0	0	0	0	0	0	2
ENSG00000236610.1	0	0	0	0	0	0	0	0
ENSG00000198822.11	10	2	5	0	0	0	0	1
ENSG00000231255.1	0	0	2	0	0	0	3	3
ENSG00000233073.2	0	0	0	2	0	0	6	0
ENSG00000164659.15	274	283	1094	582	86	121	784	757
ENSG00000261462.1	0	0	6	1	0	2	0	0
ENSG00000224046.3	15	2	163	111	4	22	101	79
ENSG00000135164.19	417	564	1997	1132	103	114	1192	1079
ENSG00000278236.1	0	5	8	1	0	0	0	4
ENSG00000135185.12	53	113	723	447	18	33	573	511
ENSG00000200397.1	0	0	0	0	0	0	7	0
ENSG00000182165.19	0	0	0	0	0	0	0	0
ENSG00000273623.1	0	0	0	0	0	0	0	0
ENSG00000276185.1	0	0	0	0	0	0	0	0
ENSG00000005469.12	0	0	0	2	0	0	0	1
ENSG00000005471.19	2	0	4	9	2	0	2	5
ENSG00000085563.15	0	0	5	8	1	0	0	0
ENSG00000231956.1	7	0	2	2	0	0	0	5
ENSG00000105784.16	0	7	24	21	0	5	11	1
ENSG00000075303.13	200	289	1321	693	86	87	949	799
ENSG00000006634.8	456	461	2934	1660	80	139	2696	2316
ENSG00000008277.15	430	290	1247	616	151	157	525	536
ENSG00000075142.14	10580	9684	29905	19193	6509	7251	22379	20532
ENSG00000254003.1	10	0	69	20	0	3	48	63
ENSG00000228113.7	2	0	43	10	4	2	62	41
ENSG00000127954.13	16	3	26	16	0	3	0	4
ENSG00000233420.2	4	10	16	28	0	6	7	7
ENSG00000225701.1	0	0	0	0	0	0	0	0
ENSG00000207094.1	0	0	0	0	0	0	0	0
ENSG00000270812.1	0	0	5	2	0	0	0	0
ENSG00000235639.1	0	0	0	2	0	5	0	0
ENSG00000228928.1	0	1	4	0	1	0	3	1
ENSG00000231763.1	0	0	0	3	0	0	0	0
ENSG00000237709.1	3	0	7	6	0	0	9	4
ENSG00000227979.1	0	0	0	0	0	0	0	0
ENSG00000182348.7	1	4	5	6	0	0	3	4
ENSG00000164645.3	0	0	0	0	0	0	2	0
ENSG00000227863.3	0	0	0	1	0	0	0	5
ENSG00000239075.1	0	0	0	0	0	0	0	0
ENSG00000227646.7	0	0	0	0	2	0	6	0
ENSG00000238358.2	0	0	0	0	0	0	2	0
ENSG00000235436.11	0	0	2	1	0	0	0	0
ENSG00000164647.9	0	0	11	28	0	8	33	35
ENSG00000157214.14	18	7	35	34	5	0	51	35
ENSG00000105792.19	63	34	71	109	19	9	39	47
ENSG00000207488.1	0	0	0	0	0	0	0	0
ENSG00000234459.1	0	0	2	2	0	0	1	1
ENSG00000225498.1	0	0	0	0	0	0	0	0
ENSG00000283267.2	0	0	1	3	0	0	0	3
ENSG00000105793.16	191	199	962	640	43	105	621	549
ENSG00000280440.1	0	0	11	18	0	0	8	8
ENSG00000157224.16	208	286	653	333	40	48	259	277
ENSG00000273299.1	0	0	0	0	0	0	0	0
ENSG00000058091.17	195	231	911	476	217	189	1128	901
ENSG00000251154.2	0	0	0	0	0	0	0	0
ENSG00000223969.7	0	15	24	8	3	1	26	35
ENSG00000223584.1	0	0	4	0	0	0	0	0
ENSG00000286411.1	0	0	4	0	0	0	0	3
ENSG00000226254.1	0	0	0	0	0	0	0	0
ENSG00000157240.4	16	9	97	38	9	13	58	50
ENSG00000243144.7	1	0	0	2	0	0	0	1
ENSG00000225843.1	0	0	4	0	0	0	0	0
ENSG00000235450.1	0	0	0	0	0	0	0	0
ENSG00000223665.1	0	0	4	0	0	0	0	0
ENSG00000127989.14	159	132	594	418	23	20	323	292
ENSG00000287672.1	0	0	14	7	0	0	7	6
ENSG00000127914.19	376	382	1558	709	120	170	527	519
ENSG00000001630.18	184	91	92	74	82	75	85	77
ENSG00000285772.1	0	0	0	0	0	0	0	0
ENSG00000289027.1	10	3	30	33	7	0	17	26
ENSG00000188693.8	16	30	12	8	2	13	5	2
ENSG00000240720.10	8	0	0	0	0	0	0	3
ENSG00000285953.2	0	0	0	0	0	0	0	0
ENSG00000001631.17	31	36	427	218	0	10	245	279
ENSG00000243107.1	5	1	2	0	0	0	4	1
ENSG00000200769.1	0	0	0	0	0	0	0	0
ENSG00000221520.1	0	0	2	5	0	0	0	0
ENSG00000001629.10	1203	1367	2725	1328	515	496	1998	1662
ENSG00000230927.3	3	0	1	0	0	0	0	0
ENSG00000270453.1	0	0	0	0	0	0	0	0
ENSG00000157259.8	515	502	1526	736	175	120	1214	1036
ENSG00000244055.2	12	14	50	34	9	6	16	29
ENSG00000242950.7	0	9	10	2	0	0	2	3
ENSG00000127980.16	519	570	909	492	334	271	544	611
ENSG00000127993.16	101	90	786	421	24	16	484	377
ENSG00000278819.1	0	0	0	1	0	0	1	0
ENSG00000234545.8	95	157	661	372	12	13	360	335
ENSG00000105810.10	4	0	51	5	6	0	49	45
ENSG00000287932.1	0	0	0	0	0	0	0	0
ENSG00000286742.1	6	0	0	6	0	0	0	0
ENSG00000206763.1	0	0	0	0	0	4	0	0
ENSG00000237819.6	0	0	0	0	0	0	0	0
ENSG00000266794.2	77	83	72	62	63	88	79	83
ENSG00000205413.8	6	0	8	10	26	17	538	391
ENSG00000177409.12	0	4	9	1	7	17	162	124
ENSG00000188175.10	0	0	4	6	0	0	4	0
ENSG00000004766.17	347	228	736	460	162	174	444	443
ENSG00000004948.16	0	0	1	3	0	0	0	0
ENSG00000208014.1	0	0	0	0	0	0	0	0
ENSG00000207656.1	0	0	0	0	0	0	0	0
ENSG00000127928.13	0	0	0	0	0	0	0	0
ENSG00000237729.2	8	1	4	4	1	3	7	18
ENSG00000265423.1	0	0	0	0	0	0	0	0
ENSG00000225898.1	0	0	0	0	0	0	1	2
ENSG00000213483.4	0	0	0	0	0	0	0	0
ENSG00000105825.14	0	21	38	28	10	1	21	13
ENSG00000234695.1	0	0	0	0	0	0	0	0
ENSG00000278388.1	0	0	2	0	0	0	0	0
ENSG00000127920.6	749	645	2364	1773	549	594	2439	2343
ENSG00000278959.1	0	0	11	0	0	0	2	0
ENSG00000105829.13	572	609	1811	1071	181	214	1446	1216
ENSG00000236861.6	14	1	15	4	0	0	10	7
ENSG00000236453.5	7	0	7	0	0	0	0	0
ENSG00000236938.1	0	0	0	0	0	0	0	0
ENSG00000285090.1	2	0	0	0	0	0	0	0
ENSG00000285964.1	0	0	0	2	0	0	3	0
ENSG00000164692.19	12	8	10	3	0	1	2	0
ENSG00000222870.1	0	0	0	0	0	0	0	0
ENSG00000127995.17	197	233	896	496	94	69	446	504
ENSG00000127990.19	412	365	955	539	65	90	490	557
ENSG00000242265.6	405	457	1686	911	268	214	931	905
ENSG00000232385.2	9	1	7	2	0	2	7	2
ENSG00000239030.1	0	0	0	0	0	0	0	0
ENSG00000214342.2	0	0	0	0	0	0	0	0
ENSG00000230682.1	0	0	0	0	0	0	0	0
ENSG00000222220.1	0	0	0	0	0	0	0	0
ENSG00000219807.2	0	0	0	4	0	0	0	0
ENSG00000158528.12	114	89	428	202	59	40	222	229
ENSG00000271159.1	0	0	0	0	0	0	1	0
ENSG00000231153.1	0	0	0	0	0	0	0	0
ENSG00000236197.4	0	0	7	7	0	0	0	0
ENSG00000201607.1	0	0	0	2	2	0	0	0
ENSG00000005421.9	2	0	0	2	0	3	0	0
ENSG00000237160.2	6	0	0	0	0	0	0	1
ENSG00000228751.1	11	1	2	1	0	0	0	1
ENSG00000105852.11	1	0	9	6	0	0	0	0
ENSG00000105854.13	685	678	2306	1481	382	329	1226	1165
ENSG00000273138.1	0	5	0	4	0	0	3	6
ENSG00000233942.1	0	1	4	8	0	0	4	4
ENSG00000005981.13	0	0	5	2	0	0	1	0
ENSG00000279525.1	1	0	9	4	0	0	0	0
ENSG00000231170.7	3	3	7	9	3	0	18	5
ENSG00000004799.8	65	55	91	64	0	19	104	100
ENSG00000158560.14	0	0	6	1	2	0	0	0
ENSG00000279067.1	0	0	0	2	0	0	0	0
ENSG00000004864.14	275	236	903	484	166	106	745	631
ENSG00000208025.1	0	0	0	0	0	0	0	0
ENSG00000237551.1	0	0	1	7	0	1	0	0
ENSG00000275834.1	0	0	0	0	0	0	0	0
ENSG00000207045.1	0	0	0	0	0	0	0	0
ENSG00000207115.1	0	0	0	0	0	0	0	0
ENSG00000252872.1	0	0	0	0	0	0	0	0
ENSG00000127922.10	3007	2701	5225	3541	1008	1307	3765	3475
ENSG00000227284.2	8	0	1	0	0	0	0	0
ENSG00000244318.3	0	3	0	0	0	0	0	0
ENSG00000231764.11	30	20	28	16	0	10	4	3
ENSG00000274409.1	0	0	0	0	0	0	0	0
ENSG00000277124.1	0	0	0	0	0	0	0	0
ENSG00000006377.11	1	5	7	0	0	0	0	6
ENSG00000274709.1	0	0	0	0	0	0	0	0
ENSG00000105880.7	3	5	2	0	0	0	0	0
ENSG00000196636.8	807	720	2666	1873	431	350	1819	1975
ENSG00000224551.1	0	0	5	6	0	0	0	0
ENSG00000224475.1	0	0	0	0	0	0	0	0
ENSG00000226046.1	0	0	0	0	0	0	0	1
ENSG00000199475.1	0	0	0	0	0	0	0	0
ENSG00000006128.12	6	0	0	0	0	0	0	0
ENSG00000070669.17	50	86	105	43	19	1	58	48
ENSG00000284707.2	3	5	46	20	3	5	28	26
ENSG00000226744.1	0	0	17	6	0	0	7	5
ENSG00000231812.1	0	0	0	0	0	0	0	0
ENSG00000237818.1	0	0	2	0	0	0	0	0
ENSG00000231859.1	0	0	0	0	0	0	0	0
ENSG00000232032.1	0	0	0	0	0	0	0	0
ENSG00000284627.1	0	0	0	0	0	0	0	0
ENSG00000232097.1	0	0	0	0	0	0	0	0
ENSG00000238228.1	0	0	11	5	0	0	0	0
ENSG00000266318.1	0	0	0	0	0	0	0	0
ENSG00000266668.1	0	0	2	0	0	0	2	0
ENSG00000183444.10	0	0	9	1	0	4	10	4
ENSG00000285725.1	3	0	54	35	0	0	19	24
ENSG00000243554.1	0	0	13	3	0	3	4	3
ENSG00000135175.5	0	0	1	0	0	0	0	0
ENSG00000277946.1	5	3	6	1	6	5	6	4
ENSG00000164715.6	324	428	419	171	56	90	188	283
ENSG00000180535.4	11	0	3	7	0	0	1	1
ENSG00000205356.10	59	16	83	50	12	22	110	79
ENSG00000164713.10	1116	986	1279	838	522	616	1428	1391
ENSG00000006453.14	60	5	56	22	6	6	56	48
ENSG00000272950.1	0	0	0	2	0	0	0	1
ENSG00000214389.2	15	9	14	13	6	5	24	16
ENSG00000213455.3	2	0	0	0	0	0	0	0
ENSG00000223402.1	5	0	0	0	0	0	0	4
ENSG00000288889.1	1	0	0	0	0	0	0	2
ENSG00000106236.4	67	56	107	85	44	86	124	110
ENSG00000207204.1	0	0	0	0	0	0	0	0
ENSG00000166448.15	5	8	5	0	5	2	2	0
ENSG00000196367.14	530	499	807	469	388	358	544	571
ENSG00000266019.1	2	0	11	17	0	0	8	9
ENSG00000286305.1	4	0	27	41	1	2	38	26
ENSG00000238109.1	0	0	10	0	0	0	1	1
ENSG00000198742.10	108	158	252	175	53	51	197	185
ENSG00000284840.1	0	0	0	0	0	0	0	0
ENSG00000185467.8	0	0	4	5	0	0	0	0
ENSG00000002079.14	7	7	19	8	0	0	0	4
ENSG00000284523.2	39	0	40	15	15	8	16	31
ENSG00000284292.1	0	0	0	0	0	0	7	6
ENSG00000241685.10	427	509	1171	831	156	154	917	870
ENSG00000130429.16	1	0	22	2	0	4	29	21
ENSG00000106244.13	948	898	2292	1232	249	268	2542	2038
ENSG00000106245.11	1008	893	1981	1272	676	834	1659	1554
ENSG00000106246.18	12	11	86	48	0	0	75	32
ENSG00000248919.7	14	10	2	2	2	0	4	9
ENSG00000160917.15	124	189	835	387	96	53	712	587
ENSG00000228335.1	5	3	11	4	1	0	2	4
ENSG00000241468.8	3113	2852	4355	2769	2977	3190	4039	3591
ENSG00000198556.14	27	32	158	99	4	11	141	98
ENSG00000160908.15	383	431	662	358	152	177	473	493
ENSG00000196652.12	143	237	662	340	60	72	603	393
ENSG00000221909.3	60	64	521	321	19	22	333	228
ENSG00000197343.11	210	124	2018	956	51	23	1246	967
ENSG00000272647.3	0	0	0	0	0	0	0	0
ENSG00000244219.7	6	26	26	12	0	5	11	6
ENSG00000197037.11	25	48	223	167	32	17	180	131
ENSG00000224448.1	0	0	2	0	0	0	0	0
ENSG00000106258.15	4	0	120	82	5	5	93	49
